19.45, 50.64, 29.92, 24.97, 32.03
18.93, 49.59, 29.28, 25.08, 32.04
19.09, 49.05, 29.10, 24.68, 31.63
18.14, 48.66, 28.26, 23.70, 30.74
18.16, 49.79, 28.59, 24.28, 31.77
18.81, 52.17, 29.61, 25.21, 33.05
18.63, 51.66, 29.56, 25.11, 32.59
18.75, 52.80, 30.24, 25.06, 33.22
20.24, 53.23, 30.49, 25.91, 33.21
20.19, 52.79, 30.03, 25.87, 33.56
20.03, 52.24, 29.32, 25.99, 33.05
19.89, 52.29, 29.72, 25.62, 32.97
19.91, 52.18, 29.51, 25.03, 33.33
20.63, 52.85, 30.35, 25.77, 34.29
21.14, 53.12, 31.45, 25.81, 35.03
20.93, 52.03, 30.99, 25.19, 34.14
21.25, 52.78, 31.61, 25.20, 34.84
21.25, 52.78, 31.61, 25.20, 34.84
21.29, 53.63, 31.09, 25.33, 34.53
21.22, 56.00, 32.30, 26.29, 35.64
21.25, 57.34, 31.98, 26.61, 35.95
20.60, 54.49, 31.58, 26.13, 34.94
20.51, 53.88, 31.27, 25.71, 34.31
21.03, 55.81, 31.96, 25.89, 35.03
21.25, 55.67, 32.16, 26.25, 34.89
21.60, 57.02, 32.27, 25.80, 35.03
21.47, 56.37, 32.18, 25.64, 34.98
21.74, 56.84, 32.78, 27.07, 35.61
21.84, 56.66, 32.66, 26.12, 35.46
21.88, 56.58, 33.33, 26.61, 35.83
21.72, 55.65, 33.25, 26.84, 35.90
21.42, 54.57, 32.62, 26.61, 35.17
21.75, 55.35, 33.93, 27.52, 35.03
21.92, 55.45, 34.45, 28.20, 35.33
21.64, 54.73, 34.35, 27.95, 35.22
21.39, 55.56, 34.45, 28.05, 34.89
21.43, 56.39, 34.94, 28.69, 35.38
21.41, 57.02, 34.62, 28.93, 35.12
20.70, 54.97, 33.83, 27.65, 34.29
20.87, 54.53, 33.81, 27.52, 34.55
21.59, 54.54, 34.17, 27.39, 34.86
22.34, 54.91, 34.05, 27.68, 34.73
22.46, 54.11, 34.09, 28.53, 35.06
22.46, 54.11, 34.09, 28.53, 35.06
22.99, 55.61, 34.71, 28.44, 36.04
22.94, 55.81, 35.49, 28.90, 36.90
22.64, 55.35, 34.97, 28.49, 36.57
23.18, 56.96, 35.51, 29.17, 36.79
23.83, 57.57, 36.13, 30.40, 37.11
23.62, 56.98, 36.10, 30.54, 37.90
24.47, 57.83, 37.05, 31.91, 38.59
24.34, 58.04, 37.08, 32.04, 39.02
24.43, 57.39, 36.81, 33.16, 39.19
24.02, 56.53, 36.46, 31.55, 38.44
24.45, 57.05, 36.74, 32.63, 38.75
24.57, 58.42, 37.21, 33.67, 39.55
24.62, 57.42, 37.20, 34.00, 39.53
24.10, 57.32, 37.02, 33.61, 39.56
24.76, 59.29, 38.01, 34.63, 40.58
25.06, 59.06, 37.51, 34.38, 40.86
25.06, 58.49, 37.43, 34.08, 40.28
24.82, 57.02, 36.69, 33.77, 39.28
24.72, 56.92, 36.59, 33.80, 39.51
23.62, 56.35, 35.91, 32.78, 38.66
23.51, 56.03, 36.25, 32.82, 38.88
23.09, 54.81, 36.20, 32.73, 38.61
23.78, 55.35, 36.30, 32.72, 39.21
23.64, 54.84, 36.16, 32.55, 38.58
24.02, 54.34, 35.64, 32.64, 38.39
24.02, 54.70, 35.81, 32.96, 39.30
24.05, 56.13, 36.13, 33.10, 39.82
23.83, 55.62, 36.12, 32.89, 39.36
23.83, 55.62, 36.12, 32.89, 39.36
24.22, 56.92, 37.23, 33.30, 40.31
24.31, 57.12, 37.78, 33.28, 40.69
23.99, 56.14, 37.43, 33.51, 41.25
23.50, 55.00, 36.99, 33.00, 40.54
23.80, 56.29, 37.56, 33.46, 41.39
23.65, 57.55, 38.79, 32.89, 42.26
23.31, 58.40, 38.57, 31.81, 42.00
23.17, 58.89, 38.91, 31.76, 40.83
22.90, 58.89, 38.30, 31.55, 40.20
23.27, 59.11, 38.91, 31.72, 41.03
22.79, 59.09, 37.99, 30.77, 40.32
23.43, 59.66, 38.25, 30.98, 40.77
24.16, 59.34, 38.18, 31.09, 40.94
24.34, 61.26, 37.94, 30.63, 40.25
25.16, 63.67, 38.96, 31.08, 41.02
25.37, 63.72, 38.46, 31.17, 41.08
25.38, 62.32, 38.32, 30.49, 40.76
25.39, 62.61, 37.90, 30.93, 40.57
26.16, 63.23, 37.74, 31.50, 40.50
25.54, 61.91, 37.10, 30.84, 39.28
25.78, 61.45, 37.31, 30.65, 39.66
25.26, 60.57, 36.27, 29.70, 38.93
25.06, 61.15, 37.21, 30.35, 39.34
25.10, 61.06, 37.80, 30.37, 39.86
25.42, 61.26, 37.92, 30.68, 40.13
25.76, 61.56, 37.66, 30.65, 40.27
25.67, 62.24, 38.37, 31.02, 40.85
25.60, 60.94, 38.27, 30.96, 40.65
26.34, 61.79, 38.92, 31.53, 40.79
26.24, 61.45, 38.88, 31.50, 40.59
26.70, 61.70, 38.96, 32.11, 40.36
26.57, 62.04, 39.13, 32.82, 40.14
26.77, 60.72, 38.85, 32.85, 39.92
27.08, 59.76, 39.25, 33.41, 39.69
26.65, 58.69, 38.81, 34.12, 38.96
26.33, 58.67, 38.56, 33.75, 38.80
26.29, 59.45, 38.07, 34.14, 39.15
26.16, 58.55, 38.00, 34.56, 38.83
26.86, 58.56, 38.41, 35.36, 38.95
27.06, 58.67, 38.49, 35.75, 39.19
27.06, 58.67, 38.49, 35.75, 39.19
27.11, 58.11, 38.95, 36.04, 39.94
26.80, 59.25, 39.01, 36.69, 40.23
26.61, 58.86, 38.87, 36.23, 40.14
26.52, 58.12, 38.62, 35.53, 40.08
26.71, 58.74, 39.05, 35.34, 40.24
27.06, 59.46, 38.93, 34.74, 40.03
26.45, 59.73, 38.49, 34.06, 39.73
26.74, 59.30, 38.82, 34.15, 39.96
27.64, 59.20, 38.37, 34.10, 40.04
27.04, 58.02, 38.14, 33.94, 39.92
26.66, 59.35, 38.66, 34.24, 40.41
26.53, 58.88, 38.75, 33.88, 40.62
26.81, 59.85, 40.23, 34.56, 42.17
26.95, 59.50, 40.20, 34.22, 42.48
26.20, 58.81, 39.83, 33.36, 41.92
26.19, 58.94, 40.17, 33.61, 42.64
26.00, 57.18, 39.22, 32.70, 42.06
25.73, 57.18, 38.97, 32.28, 41.55
25.27, 56.69, 38.33, 32.52, 41.00
25.92, 57.39, 38.95, 32.94, 41.64
24.78, 56.89, 38.50, 32.82, 41.14
25.28, 59.06, 39.44, 33.79, 42.49
25.70, 59.52, 39.54, 33.78, 42.71
26.67, 59.70, 39.89, 34.28, 42.58
26.78, 59.96, 39.85, 34.24, 42.77
26.70, 60.22, 40.09, 34.58, 43.24
27.16, 60.02, 39.84, 34.69, 42.99
28.12, 60.00, 40.34, 35.18, 43.28
28.16, 59.44, 40.69, 35.33, 43.30
28.52, 60.57, 41.24, 35.66, 44.23
29.11, 61.62, 41.97, 35.52, 44.29
29.14, 61.61, 41.36, 35.38, 44.18
29.20, 61.32, 41.43, 35.81, 44.29
28.53, 60.22, 40.97, 35.61, 43.73
28.61, 61.08, 41.04, 35.64, 43.52
28.54, 60.41, 41.45, 35.00, 43.00
28.09, 59.40, 40.28, 34.57, 42.67
27.99, 59.71, 40.79, 34.36, 43.19
27.62, 59.33, 40.78, 34.69, 43.03
28.41, 59.13, 40.03, 34.46, 42.21
28.86, 59.51, 40.71, 34.46, 43.01
29.64, 60.04, 40.55, 36.81, 43.02
30.46, 59.75, 39.84, 37.07, 43.27
29.91, 59.97, 40.19, 36.80, 43.16
30.49, 60.93, 40.45, 37.20, 43.75
30.34, 60.37, 40.35, 37.03, 44.00
30.42, 59.18, 40.51, 36.91, 44.17
30.64, 59.03, 40.57, 37.18, 44.52
31.38, 57.46, 39.82, 37.19, 43.48
30.52, 58.54, 39.46, 37.13, 43.66
29.90, 58.73, 38.95, 36.64, 43.16
31.13, 58.74, 39.41, 37.52, 43.16
31.53, 58.34, 39.22, 38.32, 42.89
30.81, 57.49, 38.82, 37.70, 42.28
31.02, 57.47, 37.62, 38.17, 42.16
30.69, 57.03, 38.09, 37.29, 41.49
30.52, 57.27, 38.43, 37.84, 41.83
29.86, 55.96, 38.02, 37.79, 41.68
29.85, 55.79, 38.45, 37.32, 42.20
30.15, 56.59, 38.66, 37.35, 42.56
30.78, 56.37, 38.84, 36.75, 42.72
31.04, 57.63, 39.16, 36.76, 42.75
31.04, 57.63, 39.16, 36.76, 42.75
31.23, 57.13, 39.14, 36.87, 42.83
32.29, 58.33, 39.44, 36.52, 43.31
32.50, 57.49, 39.22, 36.33, 43.00
32.81, 57.29, 39.38, 37.00, 42.75
33.74, 58.15, 39.45, 37.56, 42.97
33.29, 57.87, 38.96, 36.50, 42.42
33.81, 58.28, 39.52, 37.57, 43.14
33.27, 59.13, 39.14, 37.05, 42.88
32.10, 58.90, 38.70, 37.33, 43.13
32.98, 60.05, 38.75, 37.99, 43.32
33.15, 61.31, 38.71, 37.81, 43.30
33.25, 62.08, 38.80, 37.65, 43.51
33.29, 63.35, 38.77, 38.35, 43.66
33.89, 63.12, 38.54, 39.24, 43.25
34.63, 63.96, 40.05, 39.71, 43.61
35.50, 63.73, 40.43, 39.84, 43.96
35.90, 63.80, 40.63, 39.95, 44.17
35.58, 64.06, 40.83, 40.28, 43.77
35.23, 63.99, 41.00, 39.72, 43.57
35.23, 63.99, 41.00, 39.72, 43.57
35.68, 63.87, 40.96, 39.83, 43.58
37.03, 64.95, 41.53, 40.34, 44.05
36.27, 65.16, 41.44, 40.61, 44.10
36.17, 65.42, 41.39, 40.47, 44.20
